Cu,Fe,Cr,Al,Si,Pb,Sn,Ni,Na,B,P,Zn,Mo,Ca,Mg,TBN,V100,V40,OXI,TAN,delta_visc_40,metal_sum,iron_to_copper_ratio,water_flag,antifreeze_flag,label
8,10,0,1,4,28,0,0,12,8,40,99,0,113,5,1.39,13.07,148.4,9,0.08,-1.6,47,1.25,0,0,normal
6,7,1,0,1,20,0,1,4,1,30,36,0,304,5,2.07,15.97,158,0,0.12,8,34,1.17,0,0,normal
6,9,1,1,0,23,2,0,1,3,42,45,0,433,7,2.25,14.39,135.8,7,0.09,-14.2,42,1.5,0,0,normal
7,12,0,1,2,21,1,0,4,3,38,46,3,288,1,2.27,12.54,148.9,4,0.12,-1.1,42,1.71,0,0,normal
4,8,0,1,0,19,2,0,15,3,68,92,1,241,2,2.7,14.97,145.9,13,0.07,-4.1,34,2,0,0,normal
5,8,0,1,3,24,4,1,16,2,46,88,2,474,1,2.68,14.7,144.5,12,0.08,-5.5,42,1.6,0,0,normal
8,13,0,2,4,18,3,0,6,1,57,34,1,286,3,1.39,14.03,160.1,11,0.12,10.1,44,1.62,0,0,normal
3,5,1,0,5,17,3,0,6,1,62,48,2,164,3,2.99,13.83,152.1,1,0.12,2.1,29,1.67,0,0,normal
1,13,1,2,0,18,3,0,4,2,38,73,1,469,0,1.72,13.42,161.2,0,0.08,11.2,38,13,0,0,normal
3,8,0,3,2,29,1,0,18,4,54,30,1,204,4,3.32,14.66,150.5,9,0.12,0.5,44,2.67,0,0,normal
2,11,0,0,1,22,1,0,14,1,60,79,0,154,5,2.15,12.79,154.8,14,0.1,4.8,36,5.5,0,1,normal
3,12,1,2,3,19,1,1,13,6,34,38,0,313,2,3.96,14.96,144.5,0,0.1,-5.5,38,4,0,0,normal
7,9,0,2,1,20,2,0,5,2,60,37,0,385,3,2.28,14.1,145.1,2,0.03,-4.9,40,1.29,0,0,normal
6,12,0,0,2,23,0,0,2,3,50,62,0,380,3,1.95,16.26,150.6,7,0.08,0.6,41,2,0,0,normal
8,9,0,0,3,13,4,1,15,3,55,55,2,400,0,2.53,15.05,157.1,13,0.1,7.1,34,1.12,0,0,normal
2,10,0,3,2,23,2,1,10,3,63,78,1,190,2,2.43,12.65,157.3,8,0.15,7.3,40,5,0,0,normal
4,11,1,2,2,17,3,0,6,1,46,94,2,465,0,1.53,16.1,150.2,9,0.11,0.2,38,2.75,0,0,normal
6,11,1,2,1,22,5,0,0,2,68,77,1,199,2,2.06,16.8,146,6,0.01,-4,47,1.83,0,0,normal
5,6,0,3,3,22,2,0,17,4,41,78,1,331,2,1.22,11.75,152,1,0.13,2,38,1.2,0,0,normal
5,9,0,2,1,18,4,0,7,4,42,50,1,103,4,2.35,14.71,157.9,6,0.01,7.9,38,1.8,0,0,normal
6,11,0,3,0,22,2,0,14,1,53,73,1,424,2,1.02,14.25,158.4,4,0.11,8.4,44,1.83,0,0,normal
8,12,1,2,3,15,1,0,3,2,69,50,0,107,3,2.73,17.44,153.9,14,0.14,3.9,39,1.5,0,0,normal
6,8,0,1,0,22,1,1,1,5,31,75,0,276,1,2.67,15.04,161,6,0.1,11,38,1.33,0,0,normal
8,12,0,3,3,26,2,1,13,4,64,45,2,194,2,1.95,15.47,134.3,10,0.14,-15.7,51,1.5,0,0,normal
5,8,0,0,2,21,5,0,11,5,69,76,2,299,0,2.34,15.12,152.5,6,0.08,2.5,39,1.6,0,0,normal
4,11,1,1,2,21,5,1,8,5,35,37,0,351,1,1.46,13.27,134.8,12,0.11,-15.2,43,2.75,0,0,normal
5,13,1,1,2,26,1,0,8,4,52,99,1,293,2,1.7,13.05,160.3,4,0.09,10.3,47,2.6,0,0,normal
4,12,0,0,0,21,1,0,9,2,61,45,0,464,2,2.76,13.49,153.1,2,0.08,3.1,38,3,0,0,normal
3,8,1,1,4,21,0,0,16,2,34,87,0,238,6,2.2,12.94,143.8,10,0.11,-6.2,34,2.67,0,0,normal
3,9,1,0,3,17,4,0,1,1,45,84,1,363,1,2.24,12.08,156.6,11,0.08,6.6,34,3,0,0,normal
6,10,0,0,1,18,2,1,11,0,41,70,2,365,1,2.64,13.16,158.1,11,0.11,8.1,36,1.67,0,0,normal
6,13,0,3,3,19,1,0,11,4,43,37,0,408,2,2.99,17.55,139,3,0.15,-11,42,2.17,0,0,normal
5,7,0,2,2,27,2,0,19,2,45,99,1,204,2,1.63,13.87,157.8,3,0.04,7.8,43,1.4,0,0,normal
4,6,1,2,0,11,1,0,18,4,64,34,2,372,2,1.66,15.87,151.1,5,0.09,1.1,25,1.5,0,0,normal
2,3,1,1,0,19,3,0,12,3,42,36,2,345,1,1.57,14.34,137,13,0.12,-13,29,1.5,0,0,normal
6,11,0,0,2,13,3,0,17,2,45,95,1,140,2,2.78,15.77,152.6,13,0.07,2.6,33,1.83,0,0,normal
4,17,0,2,2,23,0,0,1,7,60,66,2,223,2,3.72,13.5,154.7,6,0.1,4.7,46,4.25,0,0,normal
3,7,0,1,2,17,0,0,9,3,36,67,1,402,2,1.59,14.37,152.1,0,0.12,2.1,28,2.33,0,0,normal
5,10,0,2,5,19,2,0,2,4,57,40,0,476,3,2.68,14.54,158.8,9,0.08,8.8,38,2,0,0,normal
1,11,0,1,3,14,0,1,12,7,62,83,0,327,4,1.54,15.77,157.8,10,0.12,7.8,27,11,0,0,normal
4,12,0,1,0,24,3,0,13,3,57,97,0,163,1,1.85,11.08,159.2,7,0.17,9.2,44,3,0,0,normal
9,13,0,0,2,24,6,0,10,1,65,65,1,455,0,2.83,13.81,152.7,12,0.18,2.7,52,1.44,0,1,normal
11,9,0,2,3,16,2,0,2,5,54,65,0,499,4,2.02,15.09,159.7,12,0.11,9.7,40,0.82,0,0,normal
4,11,0,0,2,17,2,0,6,6,47,69,1,472,6,2.63,12.75,150.4,9,0.05,0.4,34,2.75,0,0,normal
3,8,1,3,2,26,1,1,2,4,69,71,2,326,1,2.68,14.87,151.6,3,0.1,1.6,42,2.67,0,0,normal
5,9,0,1,2,20,1,0,9,3,42,53,0,489,0,1.3,13.23,155.1,9,0.1,5.1,36,1.8,0,0,normal
3,5,0,0,2,21,3,0,7,3,42,62,2,135,1,2.81,13.89,145.4,1,0.15,-4.6,32,1.67,0,0,normal
2,10,0,0,0,24,3,0,12,3,58,30,0,487,1,1.68,15.05,152.3,7,0.17,2.3,39,5,0,0,normal
1,11,0,1,5,17,1,0,17,3,61,39,0,460,3,2.09,14.83,147.9,12,0.02,-2.1,31,11,0,0,normal
4,14,0,1,1,23,2,0,13,1,45,59,3,119,2,1.7,13.87,157,8,0.03,7,44,3.5,0,0,normal
3,12,0,1,3,14,3,0,11,4,68,83,1,385,2,2.47,13.39,158.6,14,0.11,8.6,33,4,0,0,normal
5,8,0,2,1,18,5,0,11,2,32,52,1,197,1,2.72,11.95,149.3,10,0.12,-0.7,38,1.6,0,0,normal
1,10,0,2,4,27,5,0,7,4,59,99,0,220,2,1.84,15.56,161.7,1,0.11,11.7,45,10,0,0,normal
5,11,0,3,4,22,2,0,5,5,58,81,0,112,1,1.82,12.83,151.1,9,0.14,1.1,43,2.2,0,0,normal
5,9,0,2,2,15,4,0,13,2,38,34,1,409,0,1.4,14.34,136.2,13,0.14,-13.8,35,1.8,0,0,normal
4,7,0,1,1,17,3,0,6,5,37,41,2,224,1,1.91,14.06,139.5,11,0.15,-10.5,32,1.75,0,0,normal
4,10,1,0,4,18,1,0,3,4,61,34,0,153,2,1.95,15.96,155.1,4,0.07,5.1,34,2.5,0,0,normal
4,10,0,3,0,22,1,0,14,5,64,80,0,405,1,1.49,13.58,157.9,7,0.1,7.9,40,2.5,0,0,normal
5,15,1,2,0,19,0,1,19,3,55,50,1,169,4,3.13,14.25,154.7,6,0.04,4.7,42,3,0,0,normal
5,7,0,0,4,24,3,0,5,2,69,50,2,205,1,1.37,15.38,161.3,7,0.13,11.3,39,1.4,0,0,normal
5,6,0,1,2,17,3,1,4,3,38,31,0,308,1,2.57,16.78,154,5,0.14,4,32,1.2,0,0,normal
2,12,0,0,0,25,0,0,14,3,41,95,0,416,2,2.8,15.59,161.9,1,0.11,11.9,39,6,0,0,normal
1,3,0,2,1,16,2,1,16,6,59,79,1,423,3,1.33,13.02,143.2,7,0.04,-6.8,24,3,0,0,normal
8,11,0,0,1,18,0,0,4,2,65,64,2,345,2,1.83,14.51,160.9,2,0.11,10.9,37,1.38,0,0,normal
4,4,0,3,1,17,7,0,19,3,34,48,2,211,1,2.26,12.55,155.3,0,0.09,5.3,35,1,0,0,normal
0,17,0,0,1,24,1,0,2,4,37,61,1,362,0,2.42,16.66,146.1,0,0.12,-3.9,42,0,0,0,normal
5,11,0,2,5,25,3,0,14,2,31,71,0,316,0,1.82,14.21,159.3,3,0.08,9.3,46,2.2,0,0,normal
7,11,1,0,2,10,2,0,13,5,54,68,0,447,3,1.27,15.33,145,5,0.08,-5,31,1.57,0,0,normal
2,13,0,1,1,12,2,1,17,4,52,48,2,478,1,3.02,14.16,152.4,7,0.13,2.4,30,6.5,0,0,normal
5,11,0,1,1,17,6,0,13,4,35,41,0,417,3,2.45,13.12,156.7,3,0.08,6.7,40,2.2,0,0,normal
4,9,1,4,3,20,3,0,18,1,32,62,0,408,0,1.43,15.41,157.9,12,0.11,7.9,41,2.25,0,0,normal
4,15,0,1,2,14,0,0,11,3,33,58,2,480,1,2.76,14.18,144.8,1,0.14,-5.2,34,3.75,0,0,normal
5,12,1,1,1,14,2,0,3,1,47,61,2,292,2,1.6,15.11,155.4,2,0.13,5.4,35,2.4,0,0,normal
9,10,1,1,1,19,1,0,11,5,33,94,0,228,0,2.72,13.73,135.6,5,0.15,-14.4,41,1.11,0,0,normal
6,7,0,0,4,20,1,0,3,5,34,92,1,449,4,2.39,15.18,147.3,4,0.04,-2.7,34,1.17,0,0,normal
2,11,0,1,0,19,1,0,19,4,64,83,0,204,3,2.84,11.95,159.8,1,0.08,9.8,34,5.5,0,0,normal
5,21,0,1,2,20,5,1,18,3,67,46,1,477,1,1.31,18,159.9,5,0.15,9.9,52,4.2,0,0,normal
2,12,1,6,2,19,3,0,7,5,63,58,0,482,3,4.09,14.35,152.8,12,0.07,2.8,43,6,0,0,normal
6,10,0,1,2,16,2,0,15,1,30,41,0,222,5,1.88,14.29,138.5,10,0.14,-11.5,35,1.67,0,0,normal
4,9,0,0,0,14,2,0,16,7,58,94,3,183,1,1.91,11.77,159.8,9,0.03,9.8,29,2.25,0,0,normal
1,10,0,0,4,15,2,0,0,5,53,35,1,303,1,2.45,13.94,153.8,13,0.04,3.8,28,10,0,0,normal
3,7,0,1,1,11,1,0,0,4,39,59,0,496,2,2.01,14.25,160.9,10,0.11,10.9,23,2.33,0,0,normal
3,7,0,0,3,25,0,0,11,2,66,94,0,317,3,1.96,13.23,146.3,10,0.14,-3.7,35,2.33,0,0,normal
4,7,1,2,1,20,1,1,0,4,65,47,1,231,1,4.01,13.79,131.3,13,0.11,-18.7,35,1.75,0,0,normal
7,6,0,2,3,16,4,1,13,2,66,70,2,338,0,1.41,13.72,140.4,7,0.11,-9.6,35,0.86,0,0,normal
6,11,1,1,4,20,2,1,16,2,55,85,1,324,4,1.84,14.58,140.2,0,0.08,-9.8,41,1.83,0,0,normal
4,15,0,2,2,26,1,0,1,4,59,45,2,112,2,1.55,17.88,161.3,1,0.06,11.3,48,3.75,0,0,normal
4,10,1,2,3,21,3,0,13,5,37,31,4,335,0,3.08,14.7,146.2,10,0.08,-3.8,41,2.5,0,0,normal
6,10,0,0,3,19,2,0,6,5,55,90,0,371,1,2.29,13.89,156.8,1,0.08,6.8,37,1.67,0,0,normal
4,12,0,3,3,11,1,0,18,0,49,60,0,175,1,1.85,14.86,161.4,3,0.11,11.4,31,3,0,0,normal
5,12,0,1,0,22,1,0,13,4,66,63,0,248,1,2.05,15.64,157.2,9,0.05,7.2,41,2.4,0,0,normal
4,12,1,1,4,23,5,0,0,1,69,62,1,394,1,1.26,11.86,155,4,0.1,5,46,3,0,0,normal
5,10,0,2,0,19,1,1,13,2,67,88,2,317,3,2.88,16.79,153.9,2,0.09,3.9,37,2,0,0,normal
2,11,0,0,0,13,1,0,9,3,53,33,0,262,1,1.98,15.05,147.8,14,0.09,-2.2,27,5.5,0,0,normal
5,8,1,1,4,19,2,0,19,2,40,32,1,180,2,2.2,13.12,153.3,14,0.11,3.3,36,1.6,0,1,normal
5,9,1,0,2,21,4,0,14,5,33,30,2,365,3,1.13,13.67,148.4,2,0.05,-1.6,40,1.8,0,0,normal
4,12,1,0,1,19,1,0,2,2,49,36,2,283,1,2.55,13.28,129.1,5,0.09,-20.9,37,3,0,0,normal
3,8,0,1,3,15,1,0,14,4,36,40,1,256,0,1.75,16.16,147.9,9,0.04,-2.1,28,2.67,0,0,normal
6,8,0,0,2,22,1,0,17,4,35,82,0,374,0,1.74,14.15,148.5,4,0.06,-1.5,37,1.33,0,0,normal
4,10,1,0,1,16,1,0,8,5,61,48,0,192,0,2.58,16.07,152.8,8,0.03,2.8,32,2.5,0,0,normal
3,9,0,1,2,24,3,0,6,4,34,92,1,206,2,2.52,16.89,155.2,10,0.11,5.2,40,3,0,0,normal
9,8,0,1,2,24,2,1,0,5,62,67,1,350,2,1.65,12.41,152.2,5,0.18,2.2,44,0.89,0,0,normal
7,13,1,3,0,17,0,1,8,6,41,68,0,455,1,2.17,14.64,148.3,9,0.11,-1.7,41,1.86,0,0,normal
9,13,0,1,1,22,3,1,19,2,57,96,0,188,1,1.76,13,154.3,10,0.07,4.3,48,1.44,0,0,normal
5,11,1,2,4,19,2,0,0,2,58,71,1,149,2,3.95,15.89,149.8,2,0.15,-0.2,40,2.2,0,0,normal
6,8,1,1,2,22,6,1,16,4,43,56,1,267,0,2.45,16.53,150.1,2,0.02,0.1,44,1.33,0,0,normal
4,8,0,0,1,24,1,0,6,5,36,34,1,296,5,2.81,14.95,156,6,0.1,6,37,2,0,0,normal
2,12,0,1,2,16,2,0,13,3,30,99,2,271,1,1.05,15.71,154.1,11,0.11,4.1,33,6,0,0,normal
6,12,0,2,2,28,1,0,12,4,37,43,2,204,2,1.51,14.07,141.8,13,0.12,-8.2,49,2,0,0,normal
6,18,0,0,3,20,1,1,4,2,56,59,1,263,2,2.09,15.15,136.6,0,0.13,-13.4,45,3,0,0,normal
3,11,0,1,2,18,2,1,12,3,42,95,2,405,2,1.51,13.06,151.5,0,0.15,1.5,35,3.67,0,0,normal
9,15,0,0,1,20,2,0,0,4,42,51,0,243,3,1.1,16.24,149.6,4,0.06,-0.4,46,1.67,0,0,normal
5,14,0,0,0,20,4,0,14,3,65,77,2,456,1,1.64,14.73,151.2,0,0.1,1.2,43,2.8,0,0,normal
8,6,1,2,3,23,5,0,13,2,37,97,1,283,2,3.13,13.85,143.1,7,0.08,-6.9,45,0.75,0,0,normal
3,8,1,0,0,18,0,0,1,5,63,88,2,417,2,2.43,16.78,153.3,7,0.04,3.3,30,2.67,0,0,normal
2,8,1,2,0,19,1,0,7,0,67,72,2,448,2,3.36,14.49,155.2,8,0.08,5.2,33,4,0,0,normal
4,10,0,0,3,19,1,0,3,3,35,90,2,276,4,3.25,15.55,151.4,5,0.14,1.4,34,2.5,0,0,normal
10,8,1,1,2,18,3,0,5,1,60,82,0,374,4,1.39,17.1,157.7,9,0.06,7.7,41,0.8,0,0,normal
1,10,1,3,3,19,2,0,18,3,58,90,0,346,3,2.22,13.26,160.9,5,0.01,10.9,36,10,0,0,normal
7,12,1,3,2,17,3,0,8,1,61,74,2,259,2,1.97,13.76,158.9,12,0.1,8.9,43,1.71,0,0,normal
5,10,0,0,7,17,3,0,3,4,35,74,3,305,1,2.48,15.38,149,11,0.06,-1,35,2,0,0,normal
2,8,1,0,3,24,1,0,10,2,51,62,0,294,2,1.8,15.46,153.1,7,0.18,3.1,36,4,0,0,normal
3,12,1,1,2,23,1,0,3,3,68,74,2,261,1,1.64,14.81,150,7,0.15,0,41,4,0,0,normal
6,10,1,2,1,15,4,1,12,2,31,46,0,357,1,1.92,12.69,158.6,5,0.1,8.6,38,1.67,0,0,normal
6,15,0,1,5,16,2,0,16,5,65,39,0,498,0,1.16,15.04,148.6,4,0.04,-1.4,40,2.5,0,0,normal
4,10,0,1,3,21,3,0,11,2,33,86,0,286,1,1.01,13.73,161.5,7,0.05,11.5,39,2.5,0,0,normal
3,13,0,0,4,22,1,0,13,2,44,51,0,455,1,1.95,14.83,160.2,11,0.18,10.2,39,4.33,0,0,normal
3,9,1,1,0,20,4,0,4,2,69,74,0,190,0,2.25,15.91,155.6,11,0.09,5.6,38,3,0,0,normal
9,13,0,1,3,19,0,0,19,2,67,89,2,191,3,2.33,14.96,147,4,0.09,-3,42,1.44,0,0,normal
6,10,0,1,2,28,1,0,0,1,43,45,1,180,1,1.11,15.27,160.7,4,0.16,10.7,46,1.67,0,0,normal
3,9,0,2,1,27,4,0,8,5,44,73,2,285,0,2.22,17.07,152.9,6,0.11,2.9,45,3,0,0,normal
3,10,0,0,1,15,1,0,12,0,65,83,4,442,2,2.11,14.13,157.4,4,-0.01,7.4,29,3.33,0,0,normal
3,9,0,0,3,21,3,0,6,3,39,56,1,247,3,1.12,15.44,146.1,3,0.15,-3.9,36,3,0,0,normal
4,12,0,1,1,20,4,0,4,2,44,86,0,246,1,2.22,17.22,142,12,0.06,-8,41,3,0,0,normal
5,10,1,1,2,27,1,0,14,1,39,64,0,235,2,1.68,16.77,153.9,3,0.11,3.9,45,2,0,0,normal
6,9,1,1,0,24,1,0,19,5,35,42,0,145,1,1.49,13.96,161.2,9,0.13,11.2,42,1.5,0,0,normal
3,13,0,0,5,12,1,0,8,3,61,40,2,325,4,2.32,16.57,159.2,3,0.15,9.2,29,4.33,0,0,normal
3,9,0,1,3,19,1,1,1,5,33,90,0,400,3,2.22,17.84,146.6,11,0.07,-3.4,33,3,0,0,normal
6,8,0,0,1,23,2,0,10,3,39,43,2,268,3,1.34,12.56,155.3,1,0.14,5.3,39,1.33,0,0,normal
6,8,1,2,0,20,0,0,7,3,52,44,0,151,2,2.48,10.04,152.9,7,0.05,2.9,37,1.33,0,0,normal
5,8,0,1,0,29,0,0,7,6,58,43,1,223,2,4.06,16,141.2,8,0.11,-8.8,43,1.6,0,0,normal
4,11,0,1,2,15,0,0,0,1,40,49,2,409,1,2.18,12.68,146.2,12,0.1,-3.8,31,2.75,0,0,normal
8,10,0,4,1,27,0,0,7,1,30,86,0,295,3,1.63,12.58,149.6,11,0.15,-0.4,49,1.25,0,0,normal
4,14,1,4,1,14,1,1,1,5,56,63,1,349,2,2.56,15.45,157.6,1,-0.01,7.6,38,3.5,0,0,normal
7,6,1,1,1,21,3,0,17,5,30,75,0,184,1,3.49,14.45,148.9,12,0.12,-1.1,39,0.86,0,0,normal
3,10,0,0,1,23,1,0,14,1,64,81,2,229,1,1.69,11.25,145.9,14,0.07,-4.1,37,3.33,0,0,normal
6,10,0,1,4,13,4,0,10,2,37,36,1,111,2,3.42,13.48,139.1,8,0.12,-10.9,34,1.67,0,1,normal
5,13,0,5,3,25,3,0,6,1,62,67,1,399,2,2.44,15.46,158.2,9,0.13,8.2,51,2.6,0,0,normal
2,18,0,1,3,19,0,1,2,7,43,76,1,182,4,1.83,15.18,156.8,1,0.06,6.8,40,9,0,0,normal
6,11,0,1,3,19,2,0,0,4,64,94,2,105,1,4.57,15.95,157.9,7,0.08,7.9,39,1.83,0,0,normal
7,13,0,2,1,24,1,1,8,1,63,73,1,464,1,1.92,14.28,157.8,7,0.12,7.8,47,1.86,0,0,normal
8,13,1,3,1,21,3,1,11,6,49,83,2,314,0,1.8,14.59,153.1,9,0.13,3.1,49,1.62,0,0,normal
10,7,0,2,1,13,3,1,4,6,31,87,3,137,0,1.73,13.39,148.8,13,0.14,-1.2,35,0.7,0,0,normal
8,12,1,1,2,15,2,0,8,2,33,75,0,410,4,3.29,14.02,152.9,5,0.12,2.9,39,1.5,0,0,normal
4,12,0,0,1,15,3,0,7,2,60,40,1,232,2,2.46,16.65,135.9,8,0.04,-14.1,34,3,0,0,normal
5,11,1,1,3,16,4,0,8,4,59,47,1,367,2,3.49,15.86,130.8,2,0.11,-19.2,38,2.2,0,0,normal
5,9,0,2,2,19,3,1,18,1,54,55,0,498,3,2.53,14.47,154.3,6,0.08,4.3,38,1.8,0,0,normal
3,10,0,1,0,16,4,1,1,3,44,95,0,472,0,2.06,14.92,160.2,7,0.11,10.2,34,3.33,0,0,normal
4,5,0,1,2,16,3,0,4,1,35,63,1,331,1,2.39,14.3,135.3,0,0.1,-14.7,29,1.25,0,0,normal
9,7,0,2,2,26,1,0,15,3,59,68,1,209,2,1.52,15.34,144.5,12,0.08,-5.5,45,0.78,0,0,normal
0,8,0,2,2,23,2,1,2,3,59,57,0,180,1,2.49,18.58,150.3,7,0.03,0.3,35,0,0,0,normal
3,13,0,1,2,19,1,1,15,4,68,84,1,300,1,3.43,16.26,142.2,14,0.11,-7.8,37,4.33,0,0,normal
5,6,1,1,2,14,3,0,1,5,32,68,0,206,1,4.1,13.9,138.2,3,0.05,-11.8,30,1.2,0,0,normal
5,7,0,1,3,24,4,0,9,3,37,65,3,468,8,1.33,14.93,142.8,14,0.07,-7.2,41,1.4,0,0,normal
3,9,1,0,2,21,3,0,12,3,69,30,3,256,2,1.93,13.84,150.9,4,0.13,0.9,37,3,0,0,normal
10,10,0,2,0,21,1,1,5,2,54,58,0,355,0,2.13,15.51,144.1,13,-0.01,-5.9,44,1,0,0,normal
9,6,1,0,2,18,1,1,11,4,42,60,0,454,5,1.89,13.26,153.3,8,0.06,3.3,35,0.67,0,0,normal
5,13,1,1,1,17,1,0,16,1,65,81,0,331,4,1.81,12.68,151.4,4,0.08,1.4,38,2.6,0,0,normal
8,16,1,1,2,17,0,0,10,2,61,61,2,417,1,1.64,13.47,146.2,5,0.11,-3.8,43,2,0,0,normal
4,17,0,2,3,20,2,0,4,1,66,58,0,146,5,3.48,14.41,156.1,11,0.17,6.1,45,4.25,0,0,normal
4,10,1,0,4,13,1,0,6,6,59,53,2,450,0,1.19,15.07,161.5,10,0.15,11.5,29,2.5,0,0,normal
6,9,0,1,0,22,2,0,10,5,41,38,0,211,1,1.84,15.07,154,14,0.07,4,40,1.5,0,0,normal
3,12,1,2,0,20,5,0,2,3,33,56,0,129,2,3.12,15.1,159.9,10,0.03,9.9,43,4,0,0,normal
5,11,0,1,1,11,4,1,7,3,66,59,0,284,1,4.35,14.38,159.8,10,0.16,9.8,32,2.2,0,0,normal
4,10,0,1,0,19,3,0,19,4,63,35,1,260,1,4.19,11.98,150.1,10,0.1,0.1,37,2.5,0,0,normal
2,11,1,2,0,18,2,0,2,4,52,64,1,351,1,2.3,12.4,147.6,3,0.1,-2.4,36,5.5,0,0,normal
4,6,1,0,3,17,2,0,3,4,31,72,0,298,3,3.69,12.73,152.4,5,0.09,2.4,30,1.5,0,0,normal
3,6,0,0,1,19,1,0,4,2,48,50,2,388,1,3.11,14.05,137.9,0,0.06,-12.1,29,2,0,0,normal
4,10,1,0,2,18,1,0,0,4,50,85,1,127,0,1.82,13.99,155.1,10,0.08,5.1,34,2.5,0,0,normal
3,12,0,1,1,28,2,0,11,4,66,33,1,256,2,2.65,14.18,161.7,8,0.06,11.7,46,4,0,0,normal
7,13,0,3,2,24,2,0,0,5,57,39,1,388,0,4.33,13.87,131.3,3,0.07,-18.7,49,1.86,0,0,normal
8,12,0,1,2,15,1,1,7,4,43,84,0,110,2,1.58,14.37,159.6,5,0.16,9.6,37,1.5,0,0,normal
5,16,0,2,3,20,2,0,12,0,63,60,0,306,2,2.55,13.18,152.9,11,0.1,2.9,45,3.2,0,0,normal
8,12,1,1,2,20,1,0,2,4,68,30,1,143,3,3.07,13.88,157.5,10,0,7.5,43,1.5,0,0,normal
9,10,0,2,3,19,3,0,5,6,67,71,1,288,1,1.73,16.72,159.8,5,0.09,9.8,43,1.11,0,0,normal
6,10,0,0,1,17,0,0,0,7,51,69,0,247,1,2.37,14.12,154.8,13,0.09,4.8,33,1.67,0,0,normal
6,9,0,0,2,19,1,0,17,2,49,88,0,481,1,3.9,14.32,154.5,5,0.05,4.5,35,1.5,0,0,normal
3,11,0,2,3,17,2,1,3,7,31,42,1,401,1,1.98,15.09,156,3,0.03,6,35,3.67,0,0,normal
3,10,0,0,1,14,1,0,6,1,63,68,0,382,2,2.14,14.76,159.6,3,0.13,9.6,28,3.33,0,0,normal
5,10,1,2,3,18,3,0,1,2,51,75,1,166,0,1.44,15.47,155,8,0.16,5,39,2,0,0,normal
4,10,1,2,2,16,1,1,10,4,31,78,1,247,2,1.59,14.98,139.4,3,0.07,-10.6,34,2.5,0,0,normal
7,13,0,2,3,22,1,0,9,3,59,77,1,324,2,1.82,16.12,161.5,10,0.05,11.5,45,1.86,0,0,normal
6,8,1,1,2,19,1,0,4,4,55,84,0,167,0,1.74,13.48,141,1,0.05,-9,36,1.33,0,0,normal
6,12,0,1,1,17,2,0,18,0,42,47,1,142,3,2.48,15.42,161.5,14,0.08,11.5,38,2,0,0,normal
4,12,1,1,1,8,1,0,2,5,56,66,1,121,4,2.93,14.18,154.9,11,0.06,4.9,27,3,0,0,normal
1,9,0,0,1,19,3,0,4,3,60,50,1,448,0,2.81,13.52,143.2,6,0.04,-6.8,32,9,0,0,normal
4,15,0,0,1,21,1,1,8,4,63,33,0,164,1,2.74,12.68,151.7,0,0.12,1.7,41,3.75,0,0,normal
4,12,1,2,2,17,3,1,4,1,65,70,1,369,1,1.94,11.78,158.7,12,-0.01,8.7,39,3,0,0,normal
9,13,1,0,2,12,3,0,15,4,66,34,2,486,2,1.61,15.86,151.2,13,0.05,1.2,38,1.44,0,0,normal
6,10,0,2,1,16,0,0,14,0,42,70,0,163,2,1.97,12.18,156.9,4,0.04,6.9,34,1.67,0,1,normal
5,12,0,3,2,14,0,0,5,3,42,96,0,420,2,1.94,13.54,137.6,1,0.13,-12.4,34,2.4,0,0,normal
7,10,0,2,4,15,1,1,0,1,45,37,1,435,4,2.96,16.71,148.9,8,-0.03,-1.1,35,1.43,0,0,normal
6,9,0,0,2,22,0,0,9,8,35,65,1,109,3,2.46,14.87,147.5,8,0.14,-2.5,37,1.5,0,0,normal
4,10,0,1,1,28,1,0,8,6,31,59,0,483,3,1.27,15.02,151.4,7,0.13,1.4,44,2.5,0,0,normal
9,12,1,1,2,27,2,0,8,2,61,71,0,189,4,2.72,15.74,140,7,0.04,-10,52,1.33,0,0,normal
5,10,0,1,2,30,0,1,17,0,46,61,1,325,1,1.64,15.71,141,13,0.13,-9,46,2,0,0,normal
5,9,1,1,2,20,1,0,18,3,40,79,1,448,1,1.95,15.31,150.7,0,0.01,0.7,37,1.8,0,0,normal
3,17,1,2,1,24,4,0,17,2,64,70,1,387,3,1.7,14.47,144.6,0,0.09,-5.4,51,5.67,0,0,normal
3,14,1,1,2,19,2,0,16,4,50,78,3,270,1,1.39,14.5,146.5,3,0.05,-3.5,40,4.67,0,0,normal
2,12,0,1,0,28,2,1,18,4,42,33,2,486,3,1.57,14.49,153.6,10,0.12,3.6,45,6,0,0,normal
7,8,1,1,1,16,1,0,1,2,39,47,2,468,4,2.25,13.31,152.1,12,0.15,2.1,34,1.14,0,0,normal
5,7,0,1,0,15,4,0,6,1,42,43,1,384,1,2.36,13.63,159.3,6,0.13,9.3,32,1.4,0,0,normal
8,14,0,4,1,16,3,0,0,2,45,92,0,100,3,2.71,14.81,139.5,7,0.09,-10.5,45,1.75,0,0,normal
2,10,0,1,4,21,3,0,4,1,38,76,4,265,1,3.33,13.94,143.6,4,0.16,-6.4,37,5,0,0,normal
4,15,1,1,1,24,1,1,1,1,51,80,2,221,3,1.56,14.41,160.4,3,0.11,10.4,46,3.75,0,0,normal
